"","ccode","year","country","rawprice","lprice","rev_resrevgdp","rev_resrevrev","wtprice","class_income","class_reg","class_subreg","class_opec","class_hipc","class_ldc","class_reg2","class_dev"
"43","AFG",2009,"Afghanistan",0.621870162391781,0.483579904641984,NA,NA,NA,"Low income","Asia","Southern Asia",0,1,1,"South Asia","Developing"
"44","AFG",2010,"Afghanistan",0.707834723901869,0.535226324818844,NA,NA,NA,"Low income","Asia","Southern Asia",0,1,1,"South Asia","Developing"
"45","AFG",2011,"Afghanistan",0.881617138985172,0.632131587410051,NA,NA,NA,"Low income","Asia","Southern Asia",0,1,1,"South Asia","Developing"
"46","AFG",2012,"Afghanistan",0.860404564089551,0.620793971648794,NA,NA,NA,"Low income","Asia","Southern Asia",0,1,1,"South Asia","Developing"
"47","AGO",1990,"Angola",0.214873625406227,0.194640059371551,NA,NA,NA,"Upper middle income","Africa","Middle Africa",1,0,1,"Sub-Saharan Africa","Developing"
"48","AGO",1991,"Angola",0.196874742802992,0.1797137784964,NA,NA,NA,"Upper middle income","Africa","Middle Africa",1,0,1,"Sub-Saharan Africa","Developing"
"49","AGO",1992,"Angola",0.190270922204777,0.174180946929831,NA,NA,NA,"Upper middle income","Africa","Middle Africa",1,0,1,"Sub-Saharan Africa","Developing"
"50","AGO",1993,"Angola",0.162696135113473,0.150741562625211,NA,NA,NA,"Upper middle income","Africa","Middle Africa",1,0,1,"Sub-Saharan Africa","Developing"
"51","AGO",1994,"Angola",0.163028992690786,0.151027802452615,NA,NA,NA,"Upper middle income","Africa","Middle Africa",1,0,1,"Sub-Saharan Africa","Developing"
"52","AGO",1995,"Angola",0.165707182500717,0.153327926459125,NA,NA,NA,"Upper middle income","Africa","Middle Africa",1,0,1,"Sub-Saharan Africa","Developing"
"53","AGO",1996,"Angola",0.192294613280774,0.175879696897051,NA,NA,NA,"Upper middle income","Africa","Middle Africa",1,0,1,"Sub-Saharan Africa","Developing"
"54","AGO",1997,"Angola",0.187891201437082,0.172179635464714,NA,NA,NA,"Upper middle income","Africa","Middle Africa",1,0,1,"Sub-Saharan Africa","Developing"
"55","AGO",1998,"Angola",0.151448259741914,0.141020506348476,NA,NA,NA,"Upper middle income","Africa","Middle Africa",1,0,1,"Sub-Saharan Africa","Developing"
"56","AGO",1999,"Angola",0.179390537778702,0.164997811641028,NA,NA,NA,"Upper middle income","Africa","Middle Africa",1,0,1,"Sub-Saharan Africa","Developing"
"57","AGO",2000,"Angola",0.243726123941098,0.218111812475126,45.2904229,90.216803,9.87837622648394,"Upper middle income","Africa","Middle Africa",1,0,1,"Sub-Saharan Africa","Developing"
"58","AGO",2001,"Angola",0.238403589647445,0.213823122466248,36.1480554,80.1721154,7.7292900767109,"Upper middle income","Africa","Middle Africa",1,0,1,"Sub-Saharan Africa","Developing"
"59","AGO",2002,"Angola",0.234502876676236,0.210668360036296,27.0716054,77.1723578,5.70313071316774,"Upper middle income","Africa","Middle Africa",1,0,1,"Sub-Saharan Africa","Developing"
"60","AGO",2003,"Angola",0.252950850360921,0.225501449574693,27.8492829,76.195711,6.28005366356571,"Upper middle income","Africa","Middle Africa",1,0,1,"Sub-Saharan Africa","Developing"
"61","AGO",2004,"Angola",0.330023945848058,0.285196946468621,28.9560135,78.8986282,8.25816663210418,"Upper middle income","Africa","Middle Africa",1,0,1,"Sub-Saharan Africa","Developing"
"62","AGO",2005,"Angola",0.410785876090941,0.344146908053024,35.3879493,80.6717253,12.1786533339322,"Upper middle income","Africa","Middle Africa",1,0,1,"Sub-Saharan Africa","Developing"
"63","AGO",2006,"Angola",0.47228428489881,0.386815129987806,40.4495344,80.6225441,15.6464919068822,"Upper middle income","Africa","Middle Africa",1,0,1,"Sub-Saharan Africa","Developing"
"64","AGO",2007,"Angola",0.57147003785305,0.452011511119576,37.3387796,81.5741767,16.8775581903568,"Upper middle income","Africa","Middle Africa",1,0,1,"Sub-Saharan Africa","Developing"
"65","AGO",2008,"Angola",0.794022336871112,0.584460214434852,41.3565182,81.2349339,24.1712394954509,"Upper middle income","Africa","Middle Africa",1,0,1,"Sub-Saharan Africa","Developing"
"66","AGO",2009,"Angola",0.493602501128727,0.401190987807931,24.2859453,70.3465657,9.74330238475639,"Upper middle income","Africa","Middle Africa",1,0,1,"Sub-Saharan Africa","Developing"
"67","AGO",2010,"Angola",0.587088757461361,0.461901367807314,33.1069487,76.1897297,15.2921448884566,"Upper middle income","Africa","Middle Africa",1,0,1,"Sub-Saharan Africa","Developing"
"68","AGO",2011,"Angola",0.71049893675203,0.536785103834645,39.696834,81.2472541,21.3086691605967,"Upper middle income","Africa","Middle Africa",1,0,1,"Sub-Saharan Africa","Developing"
"69","AGO",2012,"Angola",0.685679974841545,0.522169028301604,NA,NA,NA,"Upper middle income","Africa","Middle Africa",1,0,1,"Sub-Saharan Africa","Developing"
"70","ALB",1990,"Albania",0.507294050188448,0.410316023495864,NA,NA,NA,"Upper middle income","Europe","Southern Europe",0,0,0,"Europe & Central Asia","Developing"
"71","ALB",1991,"Albania",0.467167544274044,0.383333701415282,NA,NA,NA,"Upper middle income","Europe","Southern Europe",0,0,0,"Europe & Central Asia","Developing"
"72","ALB",1992,"Albania",0.442518297901706,0.366390404173535,NA,NA,NA,"Upper middle income","Europe","Southern Europe",0,0,0,"Europe & Central Asia","Developing"
"73","ALB",1993,"Albania",0.368821447361996,0.313950112206288,NA,NA,NA,"Upper middle income","Europe","Southern Europe",0,0,0,"Europe & Central Asia","Developing"
"74","ALB",1994,"Albania",0.381805115061045,0.323390698803327,NA,NA,NA,"Upper middle income","Europe","Southern Europe",0,0,0,"Europe & Central Asia","Developing"
"75","ALB",1995,"Albania",0.396715774105773,0.334123605105416,NA,NA,NA,"Upper middle income","Europe","Southern Europe",0,0,0,"Europe & Central Asia","Developing"
"76","ALB",1996,"Albania",0.444806752703514,0.367975577467775,NA,NA,NA,"Upper middle income","Europe","Southern Europe",0,0,0,"Europe & Central Asia","Developing"
"77","ALB",1997,"Albania",0.435256258519285,0.3613434106339,NA,NA,NA,"Upper middle income","Europe","Southern Europe",0,0,0,"Europe & Central Asia","Developing"
"78","ALB",1998,"Albania",0.345830834922909,0.297011543474912,NA,NA,NA,"Upper middle income","Europe","Southern Europe",0,0,0,"Europe & Central Asia","Developing"
"79","ALB",1999,"Albania",0.415109670340268,0.347207033632627,NA,NA,NA,"Upper middle income","Europe","Southern Europe",0,0,0,"Europe & Central Asia","Developing"
"80","ALB",2000,"Albania",0.565843729817235,0.44842480320058,NA,NA,NA,"Upper middle income","Europe","Southern Europe",0,0,0,"Europe & Central Asia","Developing"
"81","ALB",2001,"Albania",0.528186485412294,0.424081728724286,NA,NA,NA,"Upper middle income","Europe","Southern Europe",0,0,0,"Europe & Central Asia","Developing"
"82","ALB",2002,"Albania",0.53187321002227,0.426491306811443,NA,NA,NA,"Upper middle income","Europe","Southern Europe",0,0,0,"Europe & Central Asia","Developing"
"83","ALB",2003,"Albania",0.591122977454287,0.464440042065717,NA,NA,NA,"Upper middle income","Europe","Southern Europe",0,0,0,"Europe & Central Asia","Developing"
"84","ALB",2004,"Albania",0.770817727327702,0.571441432740412,NA,NA,NA,"Upper middle income","Europe","Southern Europe",0,0,0,"Europe & Central Asia","Developing"
"85","ALB",2005,"Albania",0.928392606071061,0.65668680931208,NA,NA,NA,"Upper middle income","Europe","Southern Europe",0,0,0,"Europe & Central Asia","Developing"
"86","ALB",2006,"Albania",1.11998004049807,0.751406673780199,NA,NA,NA,"Upper middle income","Europe","Southern Europe",0,0,0,"Europe & Central Asia","Developing"
"87","ALB",2007,"Albania",1.39864724208559,0.874904929313008,NA,NA,NA,"Upper middle income","Europe","Southern Europe",0,0,0,"Europe & Central Asia","Developing"
"88","ALB",2008,"Albania",1.7205799980242,1.00084509214437,NA,NA,NA,"Upper middle income","Europe","Southern Europe",0,0,0,"Europe & Central Asia","Developing"
"89","ALB",2009,"Albania",1.0870084630399,0.735731683208977,NA,NA,NA,"Upper middle income","Europe","Southern Europe",0,0,0,"Europe & Central Asia","Developing"
"90","ALB",2010,"Albania",1.32530761087119,0.843852336038735,NA,NA,NA,"Upper middle income","Europe","Southern Europe",0,0,0,"Europe & Central Asia","Developing"
"91","ALB",2011,"Albania",1.55424089279219,0.937755072971517,NA,NA,NA,"Upper middle income","Europe","Southern Europe",0,0,0,"Europe & Central Asia","Developing"
"92","ALB",2012,"Albania",1.45260315195633,0.897149971493921,NA,NA,NA,"Upper middle income","Europe","Southern Europe",0,0,0,"Europe & Central Asia","Developing"
"93","ARE",1990,"United Arab Emirates",0.206530243378923,0.187748672804767,NA,NA,NA,"High income","Asia","Western Asia",1,0,0,"","Developing"
"94","ARE",1991,"United Arab Emirates",0.186418102947485,0.170938770446923,NA,NA,NA,"High income","Asia","Western Asia",1,0,0,"","Developing"
"95","ARE",1992,"United Arab Emirates",0.180268240823683,0.165741735375611,NA,NA,NA,"High income","Asia","Western Asia",1,0,0,"","Developing"
"96","ARE",1993,"United Arab Emirates",0.155784678890763,0.144779488965578,NA,NA,NA,"High income","Asia","Western Asia",1,0,0,"","Developing"
"97","ARE",1994,"United Arab Emirates",0.155822080277013,0.144811848609887,NA,NA,NA,"High income","Asia","Western Asia",1,0,0,"","Developing"
"98","ARE",1995,"United Arab Emirates",0.159216560280219,0.147744397878313,NA,NA,NA,"High income","Asia","Western Asia",1,0,0,"","Developing"
"99","ARE",1996,"United Arab Emirates",0.18485782975934,0.169622792502899,NA,NA,NA,"High income","Asia","Western Asia",1,0,0,"","Developing"
"100","ARE",1997,"United Arab Emirates",0.178522344370984,0.16426140322363,NA,NA,NA,"High income","Asia","Western Asia",1,0,0,"","Developing"
"101","ARE",1998,"United Arab Emirates",0.139708636195213,0.130772647454785,NA,NA,NA,"High income","Asia","Western Asia",1,0,0,"","Developing"
"102","ARE",1999,"United Arab Emirates",0.16735500713302,0.1547405119561,NA,NA,NA,"High income","Asia","Western Asia",1,0,0,"","Developing"
"103","ARE",2000,"United Arab Emirates",0.233769630881849,0.21007422319467,21.1484453,65.8959289,4.44274321817247,"High income","Asia","Western Asia",1,0,0,"","Developing"
"104","ARE",2001,"United Arab Emirates",0.228161593920439,0.205518412208019,18.2975055,69.8390573,3.76047427772749,"High income","Asia","Western Asia",1,0,0,"","Developing"
"105","ARE",2002,"United Arab Emirates",0.224455047407371,0.202495885758166,14.1879082,71.368342,2.87299303801454,"High income","Asia","Western Asia",1,0,0,"","Developing"
"106","ARE",2003,"United Arab Emirates",0.246703884285804,0.220503176017908,17.0336988,76.8205951,3.75598468473243,"High income","Asia","Western Asia",1,0,0,"","Developing"
"107","ARE",2004,"United Arab Emirates",0.330556277978397,0.285597108908885,18.7269635,79.0782556,5.34836663424222,"High income","Asia","Western Asia",1,0,0,"","Developing"
"108","ARE",2005,"United Arab Emirates",0.419979781701863,0.35064263327368,23.4232133,76.8316089,8.21317719124308,"High income","Asia","Western Asia",1,0,0,"","Developing"
"109","ARE",2006,"United Arab Emirates",0.489258842821693,0.398278575277501,27.1461163,78.2552803,10.8117165242813,"High income","Asia","Western Asia",1,0,0,"","Developing"
"110","ARE",2007,"United Arab Emirates",0.57919949936588,0.456918072679476,25.2279516,74.3652591,11.5271070227231,"High income","Asia","Western Asia",1,0,0,"","Developing"
"111","ARE",2008,"United Arab Emirates",0.713445010384447,0.538505969833002,31.8879217,81.5136994,17.1718362010173,"High income","Asia","Western Asia",1,0,0,"","Developing"
"112","ARE",2009,"United Arab Emirates",0.46733171266697,0.383445589937801,17.9223519,69.7255398,6.87224679736837,"High income","Asia","Western Asia",1,0,0,"","Developing"
"113","ARE",2010,"United Arab Emirates",0.567690281049243,0.449603377576571,22.1253622,76.3195816,9.947637575225,"High income","Asia","Western Asia",1,0,0,"","Developing"
"114","ARE",2011,"United Arab Emirates",0.677630924556965,0.517382634244068,28.4008504,82.6124954,14.6941067947237,"High income","Asia","Western Asia",1,0,0,"","Developing"
"115","ARE",2012,"United Arab Emirates",0.649784270812369,0.500644534402421,NA,NA,NA,"High income","Asia","Western Asia",1,0,0,"","Developing"
"116","ARG",1990,"Argentina",0.247670102897924,0.22127789437643,NA,NA,NA,"Upper middle income","Latin America and the Caribbean","South America",0,0,0,"Latin America & Caribbean","Emerging "
"117","ARG",1991,"Argentina",0.226970580994953,0.204548189072105,NA,NA,NA,"Upper middle income","Latin America and the Caribbean","South America",0,0,0,"Latin America & Caribbean","Emerging "
"118","ARG",1992,"Argentina",0.219376636800471,0.198339774721735,NA,NA,NA,"Upper middle income","Latin America and the Caribbean","South America",0,0,0,"Latin America & Caribbean","Emerging "
"119","ARG",1993,"Argentina",0.18752822138018,0.17187402201705,NA,NA,NA,"Upper middle income","Latin America and the Caribbean","South America",0,0,0,"Latin America & Caribbean","Emerging "
"120","ARG",1994,"Argentina",0.188810987802428,0.1729536377065,NA,NA,NA,"Upper middle income","Latin America and the Caribbean","South America",0,0,0,"Latin America & Caribbean","Emerging "
"121","ARG",1995,"Argentina",0.191825031909431,0.17548577255826,NA,NA,NA,"Upper middle income","Latin America and the Caribbean","South America",0,0,0,"Latin America & Caribbean","Emerging "
"122","ARG",1996,"Argentina",0.221216511037158,0.199847502125508,NA,NA,NA,"Upper middle income","Latin America and the Caribbean","South America",0,0,0,"Latin America & Caribbean","Emerging "
"123","ARG",1997,"Argentina",0.216580113084785,0.196043736465412,NA,NA,NA,"Upper middle income","Latin America and the Caribbean","South America",0,0,0,"Latin America & Caribbean","Emerging "
"124","ARG",1998,"Argentina",0.175894180367777,0.162028862747289,NA,NA,NA,"Upper middle income","Latin America and the Caribbean","South America",0,0,0,"Latin America & Caribbean","Emerging "
"125","ARG",1999,"Argentina",0.207104933099411,0.188224875452913,NA,NA,NA,"Upper middle income","Latin America and the Caribbean","South America",0,0,0,"Latin America & Caribbean","Emerging "
"126","ARG",2000,"Argentina",0.279156187395498,0.246200631947543,NA,NA,NA,"Upper middle income","Latin America and the Caribbean","South America",0,0,0,"Latin America & Caribbean","Emerging "
"127","ARG",2001,"Argentina",0.272527104728137,0.241004769591437,NA,NA,NA,"Upper middle income","Latin America and the Caribbean","South America",0,0,0,"Latin America & Caribbean","Emerging "
"128","ARG",2002,"Argentina",0.268307220956704,0.237683114488825,NA,NA,NA,"Upper middle income","Latin America and the Caribbean","South America",0,0,0,"Latin America & Caribbean","Emerging "
"129","ARG",2003,"Argentina",0.289425847723295,0.25419704001213,NA,NA,NA,"Upper middle income","Latin America and the Caribbean","South America",0,0,0,"Latin America & Caribbean","Emerging "
"130","ARG",2004,"Argentina",0.376480989481422,0.319530234739752,NA,NA,NA,"Upper middle income","Latin America and the Caribbean","South America",0,0,0,"Latin America & Caribbean","Emerging "
"131","ARG",2005,"Argentina",0.464306227203757,0.381381565253059,NA,NA,NA,"Upper middle income","Latin America and the Caribbean","South America",0,0,0,"Latin America & Caribbean","Emerging "
"132","ARG",2006,"Argentina",0.536294041864152,0.429373049909732,NA,NA,NA,"Upper middle income","Latin America and the Caribbean","South America",0,0,0,"Latin America & Caribbean","Emerging "
"133","ARG",2007,"Argentina",0.650336288880036,0.500979078588205,NA,NA,NA,"Upper middle income","Latin America and the Caribbean","South America",0,0,0,"Latin America & Caribbean","Emerging "
"134","ARG",2008,"Argentina",0.905696195462619,0.644847398751302,NA,NA,NA,"Upper middle income","Latin America and the Caribbean","South America",0,0,0,"Latin America & Caribbean","Emerging "
"135","ARG",2009,"Argentina",0.565438494538812,0.448165972950446,NA,NA,NA,"Upper middle income","Latin America and the Caribbean","South America",0,0,0,"Latin America & Caribbean","Emerging "
"136","ARG",2010,"Argentina",0.673567445828643,0.514957543115059,NA,NA,NA,"Upper middle income","Latin America and the Caribbean","South America",0,0,0,"Latin America & Caribbean","Emerging "
"137","ARG",2011,"Argentina",0.813409789550849,0.59520893466614,NA,NA,NA,"Upper middle income","Latin America and the Caribbean","South America",0,0,0,"Latin America & Caribbean","Emerging "
"138","ARG",2012,"Argentina",0.783635457171681,0.578653673127121,NA,NA,NA,"Upper middle income","Latin America and the Caribbean","South America",0,0,0,"Latin America & Caribbean","Emerging "
"139","ARM",1990,"Armenia",1.11399121656664,0.748577732551352,NA,NA,NA,"Lower middle income","Asia","Western Asia",0,0,0,"Europe & Central Asia","Developing"
"140","ARM",1991,"Armenia",1.12945310328243,0.755865187730757,NA,NA,NA,"Lower middle income","Asia","Western Asia",0,0,0,"Europe & Central Asia","Developing"
"141","ARM",1992,"Armenia",1.09596562865899,0.74001436778378,NA,NA,NA,"Lower middle income","Asia","Western Asia",0,0,0,"Europe & Central Asia","Developing"
"142","ARM",1993,"Armenia",0.860399877353578,0.620791452443044,NA,NA,NA,"Lower middle income","Asia","Western Asia",0,0,0,"Europe & Central Asia","Developing"
"143","ARM",1994,"Armenia",0.912213611094363,0.648261529672514,NA,NA,NA,"Lower middle income","Asia","Western Asia",0,0,0,"Europe & Central Asia","Developing"
"144","ARM",1995,"Armenia",0.897575395765182,0.640576963761863,NA,NA,NA,"Lower middle income","Asia","Western Asia",0,0,0,"Europe & Central Asia","Developing"
"145","ARM",1996,"Armenia",0.98005700432196,0.683125634353614,NA,NA,NA,"Lower middle income","Asia","Western Asia",0,0,0,"Europe & Central Asia","Developing"
"146","ARM",1997,"Armenia",1.05776885843191,0.721622317417086,NA,NA,NA,"Lower middle income","Asia","Western Asia",0,0,0,"Europe & Central Asia","Developing"
"147","ARM",1998,"Armenia",1.1107541469099,0.747045299227347,NA,NA,NA,"Lower middle income","Asia","Western Asia",0,0,0,"Europe & Central Asia","Developing"
"148","ARM",1999,"Armenia",1.15449499256581,0.767556353896446,NA,NA,NA,"Lower middle income","Asia","Western Asia",0,0,0,"Europe & Central Asia","Developing"
"149","ARM",2000,"Armenia",1.19840849019148,0.787733685025101,NA,NA,NA,"Lower middle income","Asia","Western Asia",0,0,0,"Europe & Central Asia","Developing"
"150","ARM",2001,"Armenia",1.16263689370304,0.771328261266811,NA,NA,NA,"Lower middle income","Asia","Western Asia",0,0,0,"Europe & Central Asia","Developing"
"151","ARM",2002,"Armenia",1.1405791481121,0.761076422379004,NA,NA,NA,"Lower middle income","Asia","Western Asia",0,0,0,"Europe & Central Asia","Developing"
"152","ARM",2003,"Armenia",1.07854782216741,0.731669487464837,NA,NA,NA,"Lower middle income","Asia","Western Asia",0,0,0,"Europe & Central Asia","Developing"
"153","ARM",2004,"Armenia",1.16686681482375,0.773282260039577,NA,NA,NA,"Lower middle income","Asia","Western Asia",0,0,0,"Europe & Central Asia","Developing"
"154","ARM",2005,"Armenia",1.16294465426447,0.771470559156023,NA,NA,NA,"Lower middle income","Asia","Western Asia",0,0,0,"Europe & Central Asia","Developing"
"155","ARM",2006,"Armenia",1.28347103590331,0.825696669482467,NA,NA,NA,"Lower middle income","Asia","Western Asia",0,0,0,"Europe & Central Asia","Developing"
"156","ARM",2007,"Armenia",1.84687529269512,1.04622200427896,NA,NA,NA,"Lower middle income","Asia","Western Asia",0,0,0,"Europe & Central Asia","Developing"
"157","ARM",2008,"Armenia",5.85308452359045,1.92469884633624,NA,NA,NA,"Lower middle income","Asia","Western Asia",0,0,0,"Europe & Central Asia","Developing"
"158","ARM",2009,"Armenia",2.63550405415633,1.29074776826519,NA,NA,NA,"Lower middle income","Asia","Western Asia",0,0,0,"Europe & Central Asia","Developing"
"159","ARM",2010,"Armenia",2.77494349422776,1.32838541417247,NA,NA,NA,"Lower middle income","Asia","Western Asia",0,0,0,"Europe & Central Asia","Developing"
"160","ARM",2011,"Armenia",3.62733160783434,1.53198037535648,NA,NA,NA,"Lower middle income","Asia","Western Asia",0,0,0,"Europe & Central Asia","Developing"
"161","ARM",2012,"Armenia",3.56891877279949,1.51927658452849,NA,NA,NA,"Lower middle income","Asia","Western Asia",0,0,0,"Europe & Central Asia","Developing"
"162","AUS",1990,"Australia",1.92376966189843,1.07287376378408,NA,NA,NA,"High income","Oceania","Australia and New Zealand",0,0,0,""," Advanced"
"163","AUS",1991,"Australia",1.75550480969492,1.01360065982862,NA,NA,NA,"High income","Oceania","Australia and New Zealand",0,0,0,""," Advanced"
"164","AUS",1992,"Australia",1.63461796220566,0.968738185601651,NA,NA,NA,"High income","Oceania","Australia and New Zealand",0,0,0,""," Advanced"
"165","AUS",1993,"Australia",1.32891964579379,0.845404488715678,NA,NA,NA,"High income","Oceania","Australia and New Zealand",0,0,0,""," Advanced"
"166","AUS",1994,"Australia",1.44220166024687,0.892899952232649,NA,NA,NA,"High income","Oceania","Australia and New Zealand",0,0,0,""," Advanced"
"167","AUS",1995,"Australia",1.54689477079372,0.934874880182594,NA,NA,NA,"High income","Oceania","Australia and New Zealand",0,0,0,""," Advanced"
"168","AUS",1996,"Australia",1.64274429131611,0.971817881534177,NA,NA,NA,"High income","Oceania","Australia and New Zealand",0,0,0,""," Advanced"
"169","AUS",1997,"Australia",1.60290704998569,0.956628916571816,NA,NA,NA,"High income","Oceania","Australia and New Zealand",0,0,0,""," Advanced"
"170","AUS",1998,"Australia",1.24180998282099,0.807283567633121,NA,NA,NA,"High income","Oceania","Australia and New Zealand",0,0,0,""," Advanced"
"171","AUS",1999,"Australia",1.50354080499792,0.917706051835348,NA,NA,NA,"High income","Oceania","Australia and New Zealand",0,0,0,""," Advanced"
"172","AUS",2000,"Australia",2.05572906385451,1.11701821025833,NA,NA,NA,"High income","Oceania","Australia and New Zealand",0,0,0,""," Advanced"
"173","AUS",2001,"Australia",1.80469024552811,1.03129310347514,1.4117855,4.7310806,1.4559646497362,"High income","Oceania","Australia and New Zealand",0,0,0,""," Advanced"
"174","AUS",2002,"Australia",1.85867820766495,1.05035935284842,1.1607226,3.7962721,1.21917583897253,"High income","Oceania","Australia and New Zealand",0,0,0,""," Advanced"
